name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Chennai, TN, India",2015-11-25T01:00:00,25,25,24,94.19,0,0,,0,0,19.8,0,0,1013,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T02:00:00,25,25,24,94.19,0,0,,0,0,18.7,0,0,1012,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T03:00:00,24,24,24,100,0,0,,0,0,18.4,0,0,1012,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T04:00:00,24,24,23,94.15,0,0,,0,0,18,0,0,1011,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T05:00:00,24,24,24,100,0,0,,0,0,17.6,0,0,1011,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T06:00:00,24,24,24,100,0,0,,0,0,16.9,0,0,1011,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T07:00:00,25,25,24,94.19,0,0,,0,0,16.6,0,0,1012,25,3,2.4,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T08:00:00,27,30.5,25,88.83,0,0,,0,0,19.1,5.4,340,1013,25,5,113.3,0.4,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T09:00:00,28,31.8,24,78.91,0,0,,0,0,21.2,9.4,330,1013,50,5,320.3,1.2,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T10:00:00,29,33.5,24,74.46,0,0,,0,0,25.6,9.4,10,1014,50,5,505.8,1.8,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T11:00:00,30,34,23,66.17,0,0,,0,0,27.4,14.8,30,1014,50,6,659.3,2.4,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T12:00:00,31,33.6,21,55.31,0,0,,0,0,28.1,16.6,50,1013,50,7,639.8,2.3,6,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T13:00:00,31,34.4,22,58.8,0,0,,0,0,29.5,13,40,1012,50,7,687.3,2.5,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T14:00:00,30,33.2,22,62.27,0,0,,0,0,31.7,14.8,350,1011,88,7,670.7,2.4,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T15:00:00,30,34,23,66.17,0,0,,0,0,32.4,13,300,1010,88,7,518.6,1.9,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T16:00:00,29,32.6,23,70.1,0,0,,0,0,32.8,11.2,20,1010,88,6,339.4,1.2,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T17:00:00,28,31.1,23,74.29,0,0,,0,0,32,11.2,20,1010,88,6,204.7,0.7,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-25T18:00:00,28,31.8,24,78.91,0,0,,0,0,29.9,16.6,20,1011,88,6,59,0.2,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T19:00:00,28,30.6,22,69.91,0,0,,0,0,27.7,9.4,40,1012,88,6,0.3,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-25T20:00:00,28,31.1,23,74.29,0.1,100,rain,0,0,26.6,0,0,1012,100,4,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-25T21:00:00,27,30,24,83.67,0.2,100,rain,0,0,26.3,0,0,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-25T22:00:00,27,30,24,83.67,0.2,100,rain,0,0,64.8,7.6,350,1014,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-25T23:00:00,27,30,24,83.67,0.3,100,rain,0,0,22.7,7.6,350,1014,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T00:00:00,27,30,24,83.67,0.2,100,rain,0,0,20.5,7.6,340,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T01:00:00,27,30,24,83.67,0.2,100,rain,0,0,19.8,7.6,340,1013,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T02:00:00,27,30,24,83.67,0.1,100,rain,0,0,19.1,9.4,40,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T03:00:00,26,26,24,88.75,0.2,100,rain,0,0,18,5.4,20,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T04:00:00,26,26,25,94.23,0.5,100,rain,0,0,19.1,0,0,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T05:00:00,26,26,25,94.23,0.6,100,rain,0,0,19.4,0,0,1011,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T06:00:00,26,26,25,94.23,0.3,100,rain,0,0,16.9,5.4,340,1011,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T07:00:00,26,26,25,94.23,0.2,100,rain,0,0,16.2,0,0,1012,88,2,1.6,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T08:00:00,27,30.5,25,88.83,0.2,100,rain,0,0,18.4,14.8,50,1013,88,3,68,0.2,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T09:00:00,27,30,24,83.67,0.2,100,rain,0,0,24.8,16.6,50,1014,88,4,225.8,0.8,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T10:00:00,28,31.1,23,74.29,0.2,100,rain,0,0,27.7,14.8,40,1014,88,6,365.1,1.3,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T11:00:00,29,33.5,24,74.46,0.1,100,rain,0,0,29.2,14.8,30,1014,88,6,490.9,1.8,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T12:00:00,29,33.5,24,74.46,0,0,,0,0,30.2,11.2,30,1013,88,6,602.8,2.2,6,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T13:00:00,29,32.6,23,70.1,0,0,,0,0,33.8,18.4,50,1012,88,6,659.5,2.4,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T14:00:00,30,34,23,66.17,0,0,,0,0,33.1,18.4,50,1011,88,6,423.1,1.5,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T15:00:00,29,32.6,23,70.1,0,0,,0,0,28.8,16.6,20,1010,88,6,478.6,1.7,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T16:00:00,29,33.5,24,74.46,0,0,,0,0,27.4,13,350,1010,88,5,362.7,1.3,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T17:00:00,28,31.8,24,78.91,0,0,,0,0,27,9.4,20,1010,88,4,205.2,0.7,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-26T18:00:00,27,30,24,83.67,0,0,,0,0,24.8,13,110,1010,88,4,49.9,0.2,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-26T19:00:00,27,30,24,83.67,0,0,,0,0,21.2,11.2,30,1011,88,4,0.3,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-26T20:00:00,27,30,24,83.67,0,0,,0,0,20.2,11.2,350,1011,88,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-26T21:00:00,26,26,23,83.56,0.1,100,rain,0,0,19.8,11.2,340,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T22:00:00,26,26,23,83.56,0.1,100,rain,0,0,20.2,5.4,360,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-26T23:00:00,26,26,23,83.56,0.1,100,rain,0,0,22.3,5.4,350,1013,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-27T00:00:00,26,26,24,88.75,0,0,,0,0,25.2,9.4,330,1012,88,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T01:00:00,26,26,24,88.75,0.1,100,rain,0,0,21.2,9.4,350,1012,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-27T02:00:00,26.3,26.3,23.1,82.59,0,0,,0,0,21.2,13,22.2,1011,91.3,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T03:00:00,26.1,26.1,23.1,83.57,0,0,,0,0,21.2,13,25.5,1011,92.3,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T04:00:00,25.8,25.8,22.4,81.53,0,0,,0,0,19.8,11.5,26,1010,98.1,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T05:00:00,25.6,25.6,22.4,82.51,0,0,,0,0,18.7,11.2,21.2,1011,99.6,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T06:00:00,25.8,25.8,22.4,81.53,0,0,,0,0,16.9,10.4,18.7,1011,99.7,,0,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T07:00:00,25.8,25.8,22.4,81.53,0,0,,0,0,15.5,9.7,16,1011,100,,1.6,0,0,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T08:00:00,26.4,26.4,22.7,80.14,0,0,,0,0,16.2,9.7,18.1,1012,100,,82,0.3,1,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T09:00:00,26.4,26.4,22.7,80.14,0,0,,0,0,17.3,11.5,34.2,1012,99,,257.4,0.9,3,,Overcast,cloudy,remote
"Chennai, TN, India",2015-11-27T10:00:00,30,34,23,66.17,0,0,,0,0,20.5,11.2,40,1013,50,5,433.9,1.6,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T11:00:00,31,33.6,21,55.31,0,0,,0,0,21.2,16.6,60,1012,50,6,622.9,2.2,6,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T12:00:00,31,34.4,22,58.8,0,0,,0,0,21.6,18.4,50,1012,50,6,747.4,2.7,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T13:00:00,30,33.2,22,62.27,0,0,,0,0,22.3,9.4,40,1011,50,7,835.4,3,8,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T14:00:00,30,33.2,22,62.27,0,0,,0,0,23,11.2,40,1010,50,8,776.3,2.8,8,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T15:00:00,29,31.9,22,65.97,0,0,,0,0,23.8,14.8,50,1009,50,8,639.1,2.3,6,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T16:00:00,28,30.6,22,69.91,0,0,,0,0,23.8,14.8,60,1009,50,8,486.1,1.7,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T17:00:00,27,28.7,21,69.73,0,0,,0,0,23.4,9.4,40,1009,50,8,270.2,1,3,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-27T18:00:00,25,25,21,78.49,0,0,,0,0,21.6,7.6,60,1010,50,6,85.7,0.3,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T19:00:00,25,25,22,83.45,0,0,,0,0,16.6,0,0,1010,25,6,0.4,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T20:00:00,25,25,22,83.45,0,0,,0,0,14.4,0,0,1011,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T21:00:00,24,24,22,88.6,0,0,,0,0,14,0,0,1012,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T22:00:00,24,24,22,88.6,0,0,,0,0,14.4,0,0,1012,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-27T23:00:00,24,24,22,88.6,0,0,,0,0,14.4,0,0,1012,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T00:00:00,23,23,22,94.1,0,0,,0,0,14,0,0,1012,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T01:00:00,24,24,23,94.15,0,0,,0,0,12.2,0,0,1012,88,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T02:00:00,23,23,23,100,0,0,,0,0,11.9,0,0,1012,25,6,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T03:00:00,23,23,23,100,0,0,,0,0,11.5,0,0,1011,25,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T04:00:00,23,23,22,94.1,0,0,,0,0,12.6,0,0,1011,25,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T05:00:00,23,23,22,94.1,0,0,,0,0,14.4,0,0,1011,25,4,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T06:00:00,23,23,22,94.1,0,0,,0,0,15.5,0,0,1011,25,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T07:00:00,25,25,23,88.68,0,0,,0,0,15.8,7.6,350,1012,25,4,1.8,0,0,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T08:00:00,27,29.5,23,78.77,0,0,,0,0,16.6,7.6,340,1013,25,6,63.4,0.2,1,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T09:00:00,28,30.6,22,69.91,0,0,,0,0,18,5.4,350,1014,25,6,180.8,0.7,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T10:00:00,29,31.9,22,65.97,0,0,,0,0,25.2,11.2,360,1014,25,6,451.6,1.6,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T11:00:00,30,34,23,66.17,0,0,,0,0,28.4,14.8,340,1014,50,6,519,1.9,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T12:00:00,30,35,24,70.28,0,0,,0,0,30.2,11.2,20,1014,50,5,671.9,2.4,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T13:00:00,29,32.6,23,70.1,0,0,,0,0,28.8,14.8,360,1013,88,5,701.3,2.5,7,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T14:00:00,29,32.6,23,70.1,0,0,,0,0,29.9,11.2,360,1012,88,5,548.5,2,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T15:00:00,29,32.6,23,70.1,0,0,,0,0,31.7,14.8,20,1012,88,5,456.6,1.6,5,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T16:00:00,28,31.1,23,74.29,0,0,,0,0,32,9.4,20,1011,88,4,356.4,1.3,4,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T17:00:00,28,31.1,23,74.29,0,0,,0,0,31.7,9.4,30,1012,88,4,204.3,0.7,2,,Partially cloudy,partly-cloudy-day,VOMM
"Chennai, TN, India",2015-11-28T18:00:00,27,30,24,83.67,0,0,,0,0,26.3,5.4,10,1012,88,3,60.6,0.2,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T19:00:00,27,30,24,83.67,0,0,,0,0,22,0,0,1013,88,3,0.4,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T20:00:00,26,26,25,94.23,0,0,,0,0,20.2,0,0,1013,88,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T21:00:00,27,30,24,83.67,0,0,,0,0,20.9,0,0,1015,88,3,0,0,0,,Partially cloudy,partly-cloudy-night,VOMM
"Chennai, TN, India",2015-11-28T22:00:00,27,30.5,25,88.83,0.1,100,rain,0,0,22.3,5.4,30,1015,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-28T23:00:00,27,30.5,25,88.83,0.2,100,rain,0,0,23,13,60,1015,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T00:00:00,27,30.5,25,88.83,0.2,100,rain,0,0,21.6,14.8,60,1014,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T01:00:00,26,26,24,88.75,0.1,100,rain,0,0,19.1,7.6,40,1014,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T02:00:00,26,26,24,88.75,0.3,100,rain,0,0,22.3,9.4,20,1013,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T03:00:00,26,26,25,94.23,0.4,100,rain,0,0,19.8,9.4,340,1012,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T04:00:00,26,26,25,94.23,0.3,100,rain,0,0,20.5,7.6,340,1011,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T05:00:00,26,26,25,94.23,0.4,100,rain,0,0,21.2,9.4,330,1012,100,2,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-29T06:00:00,26,26,25,94.23,0.6,100,rain,0,0,22,0,0,1012,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T07:00:00,27,31,26,94.27,0.6,100,rain,0,0,20.9,0,0,1013,88,3,0.5,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T08:00:00,29,35.5,26,83.89,0.6,100,rain,0,0,20.9,16.6,50,1014,88,3,31.3,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T09:00:00,29,34.4,25,79.05,0.3,100,rain,0,0,24.8,22.3,40,1014,88,3,128.7,0.5,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T10:00:00,30,36.1,25,74.62,0.5,100,rain,0,0,28.4,22.3,60,1015,88,4,244.2,0.9,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T11:00:00,31,37.6,25,70.47,0.9,100,rain,0,0,29.9,25.9,40,1015,88,4,355.1,1.3,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T12:00:00,30,36.1,25,74.62,0.8,100,rain,0,0,30.6,22.3,70,1014,88,4,467.4,1.7,5,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T13:00:00,29,34.4,25,79.05,2.6,100,rain,0,0,31.3,16.6,70,1013,88,6,636.8,2.3,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T14:00:00,30,36.1,25,74.62,1.7,100,rain,0,0,31.3,14.8,40,1012,88,7,558.9,2,6,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T15:00:00,30,36.1,25,74.62,0.2,100,rain,0,0,30.6,14.8,60,1011,88,6,411.7,1.5,4,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T16:00:00,28,33.4,26,88.91,2.2,100,rain,0,0,29.2,13,100,1011,88,4,337.7,1.2,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T17:00:00,28,33.4,26,88.91,2.6,100,rain,0,0,29.9,16.6,70,1012,88,3,182.2,0.7,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T18:00:00,25,25,24,94.19,0.6,100,rain,0,0,27.4,5.4,70,1012,88,3,26.2,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T19:00:00,25,25,24,94.19,0.2,100,rain,0,0,22,7.6,10,1014,50,4,0.3,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T20:00:00,26,26,25,94.23,0.7,100,rain,0,0,23,0,0,1014,50,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T21:00:00,25,25,25,100,0.4,100,rain,0,0,33.5,14.8,70,1015,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T22:00:00,26,26,25,94.23,0.1,100,rain,0,0,23,0,0,1015,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-29T23:00:00,26,26,25,94.23,0.1,100,rain,0,0,20.5,0,0,1015,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T00:00:00,26,26,25,94.23,0.5,100,rain,0,0,24.8,0,0,1014,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T01:00:00,26,26,25,94.23,0.7,100,rain,0,0,27.4,0,0,1014,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T02:00:00,26,26,25,94.23,0.5,100,rain,0,0,26.3,7.6,10,1014,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T03:00:00,26,26,25,94.23,0.3,100,rain,0,0,23.8,5.4,90,1013,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T04:00:00,26,26,25,94.23,0.3,100,rain,0,0,20.5,0,0,1013,88,5,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T05:00:00,24,24,24,100,0.4,100,rain,0,0,20.9,5.4,41,1014,88,3,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T06:00:00,24,24,24,100,0.6,100,rain,0,0,23.8,0,0,1014,88,4,0,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T07:00:00,25,25,23,88.68,0.6,100,rain,0,0,22,5.4,320,1014,88,4,0.3,0,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T08:00:00,25,25,24,94.19,0.4,100,rain,0,0,19.8,9.4,330,1015,88,5,17.8,0.1,0,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T09:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,22,11.2,330,1015,88,6,79.7,0.3,1,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T10:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,24.1,11.2,340,1016,88,6,183.3,0.7,2,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T11:00:00,29,35.5,26,83.89,0.4,100,rain,0,0,24.1,13,340,1016,88,6,292.8,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T12:00:00,28,32.6,25,83.78,1.4,100,rain,0,0,28.4,13,10,1015,88,5,346.9,1.2,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T13:00:00,28,32.6,25,83.78,1.4,100,rain,0,0,29.9,14.8,360,1014,88,5,298.7,1.1,3,,"Rain, Partially cloudy",rain,VOMM
"Chennai, TN, India",2015-11-30T14:00:00,27,30.5,25,88.83,0.5,100,rain,0,0,28.1,9.4,30,1013,100,1,167.9,0.6,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T15:00:00,27,31,26,94.27,0.2,100,rain,0,0,29.9,3.6,33.1,1012,100,3,268.6,1,3,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T16:00:00,26,26,25,94.23,0.3,100,rain,0,0,31,16.6,80,1011,100,1,206.1,0.7,2,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T17:00:00,26,26,25,94.23,0.2,100,rain,0,0,33.5,18.4,70,1011,100,3,130.6,0.5,1,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T18:00:00,25,25,24,94.19,0,0,,0,0,33.1,14.8,50,1011,100,2,36.2,0.1,0,,Overcast,cloudy,VOMM
"Chennai, TN, India",2015-11-30T19:00:00,26,26,25,94.23,0.1,100,rain,0,0,31,9.4,30,1013,100,4,0.3,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T20:00:00,24,24,24,100,0.3,100,rain,0,0,32.4,11.2,30,1013,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T21:00:00,24,24,24,100,0.7,100,rain,0,0,33.5,7.6,340,1014,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T22:00:00,25,25,24,94.19,1.2,100,rain,0,0,34.9,0,0,1014,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-11-30T23:00:00,26,26,25,94.23,0.8,100,rain,0,0,34.6,13,50,1014,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T00:00:00,26,26,25,94.23,1.2,100,rain,0,0,34.6,7.6,30,1013,100,4,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T01:00:00,25.6,25.6,24.1,91.43,4.9,100,rain,0,0,42.5,27.7,47.1,1013,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-12-01T02:00:00,25.3,25.3,23.8,91.41,5.4,100,rain,0,0,44.3,27,53.1,1012,100,,0,0,0,,"Rain, Overcast",rain,remote
"Chennai, TN, India",2015-12-01T03:00:00,26,26,25,94.23,4.3,100,rain,0,0,42.8,9.4,30,1012,100,5,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T04:00:00,26,26,25,94.23,3.1,100,rain,0,0,41.4,9.4,30,1011,100,5,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T05:00:00,26,26,25,94.23,2.7,100,rain,0,0,39.6,9.4,10,1011,100,5,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T06:00:00,25,25,25,100,2.4,100,rain,0,0,36.4,9.4,40,1011,100,3,0,0,0,,"Rain, Overcast",rain,VOMM
"Chennai, TN, India",2015-12-01T07:00:00,25,25,25,100,1.9,100,rain,0,0,34.6,3.6,0,1022.4,100,1,0.2,0,0,,"Rain, Overcast",rain,VOMM
